15:48:34,0,0,[]
15:48:35,0,0,[]
15:48:36,0,0,[]
15:48:37,0,0,[]
15:48:38,0,0,[]
15:48:40,0,0,[]
15:48:41,0,0,[]
15:48:42,0,0,[]
15:48:43,0,0,[]
15:48:44,0,0,[]
15:48:46,0,0,[]
15:48:47,0,0,[]
15:48:48,0,0,[]
15:48:49,0,0,[]
15:48:50,0,0,[]
15:48:52,0,0,[]
15:48:53,0,0,[]
15:48:54,0,0,[]
15:48:55,0,0,[]
15:48:57,0,0,[]
15:48:58,0,0,[]
15:48:59,0,0,[]
15:49:00,0,0,[]
15:49:01,0,0,[]
15:49:03,0,0,[]
15:49:04,0,0,[]
15:49:05,0,0,[]
15:49:06,0,0,[]
15:49:07,0,0,[]
15:49:08,0,0,[]
15:49:10,0,0,[]
15:49:11,0,0,[]
15:49:12,0,0,[]
15:49:13,0,0,[]
15:49:14,0,0,[]
15:49:16,0,0,[]
15:49:17,0,0,[]
15:49:18,0,0,[]
15:49:19,0,0,[]
15:49:20,0,0,[]
15:49:22,0,0,[]
15:49:23,0,0,[]
15:49:24,0,0,[]
15:49:25,0,0,[]
15:49:26,0,0,[]
15:49:28,0,0,[]
15:49:29,0,0,[]
15:49:30,0,0,[]
15:49:31,0,0,[]
15:49:33,0,0,[]
15:49:34,0,0,[]
15:49:35,0,0,[]
15:49:36,0,0,[]
15:49:37,0,0,[]
15:49:39,0,0,[]
15:49:40,0,0,[]
15:49:41,0,0,[]
15:49:42,0,0,[]
15:49:43,0,0,[]
15:49:44,0,0,[]
15:50:22,0,0,"[0, 0]"
15:50:23,0,0,"[0, 0]"
15:50:24,0,0,"[0, 0]"
15:50:26,0,0,"[0, 0]"
15:50:27,0,0,"[0, 0]"
15:50:28,0,0,"[0, 0]"
15:50:29,0,0,"[0, 0]"
15:50:30,0,0,"[0, 0]"
15:50:32,0,0,"[0, 0]"
15:50:33,0,0,"[0, 0]"
